,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
10126,Physical Sciences and Engineering,Mathematics,Mathematics (General),Annales Scientifiques de l'école Normale Supérieure,0012-9593,00129593,09012,Transferred,Transferred to the Societé Mathematique de France as of 2008
10128,Physical Sciences and Engineering,Mathematics,Mathematics (General),Bulletin des Sciences Mathématiques,0007-4497,00074497,09019,Active,
10129,Physical Sciences and Engineering,Mathematics,Mathematics (General),Comptes Rendus de l'Académie des Sciences - Series I - Mathematics,0764-4442,07644442,09022,Changed Name,Continued as Comptes Rendus Mathematique
10130,Physical Sciences and Engineering,Mathematics,Mathematics (General),Comptes Rendus Mathematique,1631-073X,1631073X,09022,Transferred,Formerly known as Comptes Rendus de l'Académie des Sciences - Series I - Mathematics; Transferred back to the society as of 2020
10133,Physical Sciences and Engineering,Mathematics,Mathematics (General),Heliyon,2405-8440,24058440,18230,Active,
10136,Physical Sciences and Engineering,Mathematics,Mathematics (General),Indagationes Mathematicae (Proceedings),1385-7258,13857258,05280,Incorporated,Incorporated into Indagationes Mathematicae
10137,Physical Sciences and Engineering,Mathematics,Mathematics (General),Information Sciences - Applications,1069-0115,10690115,07669,Incorporated,Incorporated into Information Sciences
10138,Physical Sciences and Engineering,Mathematics,Mathematics (General),Journal de Mathématiques Pures et Appliquées,0021-7824,00217824,09041,Active,
10140,Physical Sciences and Engineering,Mathematics,Mathematics (General),New Scientist,0262-4079,02624079,NEWS,Active,
10141,Physical Sciences and Engineering,Mathematics,Mathematics (General),Next Research,3050-4759,30504759,31960,Active,
10142,Physical Sciences and Engineering,Mathematics,Mathematics (General),Nonlinear Analysis,0362-546X,0362546X,02279,Active,
10143,Physical Sciences and Engineering,Mathematics,Mathematics (General),Nonlinear Analysis: Real World Applications,1468-1218,14681218,01060,Active,
10145,Physical Sciences and Engineering,Mathematics,Mathematics (General),Stochastic Processes and their Applications,0304-4149,03044149,05423,Active,
10146,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,AEU - International Journal of Electronics and Communications,1434-8411,14348411,10029,Active,
10147,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Applied Mathematical Modelling,0307-904X,0307904X,07604,Active,
10148,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Applied Numerical Mathematics,0168-9274,01689274,05254,Active,
10149,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Biocybernetics and Biomedical Engineering,0208-5216,02085216,11011,Active,
10150,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Biosystems,0303-2647,03032647,08005,Active,
10151,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Brain Multiphysics,2666-5220,26665220,30342,Active,
10152,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Communications in Nonlinear Science and Numerical Simulation,1007-5704,10075704,05471,Active,
10153,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computer-Aided Design,0010-4485,00104485,03014,Active,
10154,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computer Aided Geometric Design,0167-8396,01678396,05259,Active,
10155,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computer Graphics and Image Processing,0146-664X,0146664X,12044,Changed Name,"Continued as Computer Vision, Graphics, and Image Processing"
10156,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,"Computer Vision, Graphics, and Image Processing",0734-189X,0734189X,12044,Changed Name,Formerly known as Computer Graphics and Image Processing; Continued as CVGIP: Graphical Models and Image Processing
10157,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computers & Graphics,0097-8493,00978493,00371,Active,
10158,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computers & Mathematics with Applications,0898-1221,08981221,00301,Active,
10159,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Computers & Operations Research,0305-0548,03050548,00300,Active,Incorporating Location Science and Surveys in Operations Research and Management Science
10160,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,CVGIP: Graphical Models and Image Processing,1049-9652,10499652,12044,Changed Name,"Formerly known as Computer Vision, Graphics, and Image Processing; Continued as Graphical Models and Image Processing"
10161,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,European Journal of Operational Research,0377-2217,03772217,05369,Active,
10162,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Graphical Models,1524-0703,15240703,12044,Active,Formerly known as Graphical Models and Image Processing
10163,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Graphical Models and Image Processing,1077-3169,10773169,12044,Changed Name,Formerly known as CVGIP: Graphical Models and Image Processing; Continued as Graphical Models
10164,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Handbooks in Operations Research and Management Science,0927-0507,09270507,08671,Changed Name,Continued as Surveys in Operations Research and Management Science
10165,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Healthcare Analytics,2772-4425,27724425,31243,Active,
10166,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,International Transactions in Operational Research,0969-6016,09696016,00134,Transferred,Transferred to Blackwell as of 2001
10167,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Journal of the Franklin Institute,0016-0032,00160032,00334,Active,
10168,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Journal of Operations Management,0272-6963,02726963,05400,Transferred,Transferred to Wiley as of 2019
10169,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Mathematical and Computer Modelling,0895-7177,08957177,00623,Discontinued,Formerly known as Mathematical Modelling; Title discontinued as of 2014
10170,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Mathematical Modelling,0270-0255,02700255,00623,Changed Name,Continued as Mathematical and Computer Modelling
10171,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Mathematics and Computers in Simulation,0378-4754,03784754,05296,Active,
10172,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Nonlinear Analysis: Real World Applications,1468-1218,14681218,01060,Active,
10173,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Operations Research Letters,0167-6377,01676377,05412,Active,
10174,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Operations Research Perspectives,2214-7160,22147160,17040,Active,
10175,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Performance Evaluation,0166-5316,01665316,05304,Active,
10176,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería,0213-1315,02131315,15962,Transferred,Transferred to CIMNE as of 2018
10177,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Simulation Modelling Practice and Theory,1569-190X,1569190X,05314,Active,Formerly known as Simulation Practice and Theory
10178,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Simulation Practice and Theory,0928-4869,09284869,05314,Changed Name,Continued as Simulation Modelling Practice and Theory
10179,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Spatial Statistics,2211-6753,22116753,10088,Active,
10180,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Surveys in Operations Research and Management Science,1876-7354,18767354,00300,Incorporated,Formerly known as Handbooks in Operations Research and Management Science; Incorporated into Computers & Operations Research;
10181,Physical Sciences and Engineering,Mathematics,Modelling and Simulation,Theory in Biosciences,1431-7613,14317613,10013,Transferred,Transferred to Springer Verlag as of 2007
10182,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Applied Mathematics and Computation,0096-3003,00963003,07612,Active,
10183,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Applied Mathematics Letters,0893-9659,08939659,00843,Active,
10184,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Applied Numerical Mathematics,0168-9274,01689274,05254,Active,
10185,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Computational Statistics & Data Analysis,0167-9473,01679473,05364,Active,
10186,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Expositiones Mathematicae,0723-0869,07230869,10031,Active,
10187,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Journal of Approximation Theory,0021-9045,00219045,12053,Active,
10188,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Journal of Computational and Applied Mathematics,0377-0427,03770427,05288,Active,
10189,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Journal of Multivariate Analysis,0047-259X,0047259X,12078,Active,
10190,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Linear Algebra and its Applications,0024-3795,00243795,07738,Active,
10191,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Nonlinear Science,3050-5178,30505178,31989,Active,
10192,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería,0213-1315,02131315,15962,Transferred,Transferred to CIMNE as of 2018
10193,Physical Sciences and Engineering,Mathematics,Numerical Analysis,Transactions of A. Razmadze Mathematical Institute,2346-8092,23468092,18294,Transferred,Transferred back to the society as of 2019
10194,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Advances in Life Course Research,1569-4909,15694909,05617,Active,
10195,Physical Sciences and Engineering,Mathematics,Statistics and Probability,AEU - International Journal of Electronics and Communications,1434-8411,14348411,10029,Active,
10196,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Annales de l'Institut Henri Poincare (B) Probability and Statistics,0246-0203,02460203,09005,Transferred,Transferred to the Institute of Mathematical Statistics as of 2008
10197,Physical Sciences and Engineering,Mathematics,Statistics and Probability,"Chaos, Solitons & Fractals: X",2590-0544,25900544,18449,Active,
10198,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Chemometrics and Intelligent Laboratory Systems,0169-7439,01697439,05146,Active,Incorporating Laboratory Automation & Information Management
10199,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Computational Statistics & Data Analysis,0167-9473,01679473,05364,Active,
10200,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Econometrics and Statistics,2452-3062,24523062,18306,Active,
10201,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Fuzzy Information and Engineering,1616-8658,16168658,18086,Transferred,Transferred back to the society as of 2018
10202,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
10203,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
10204,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Insurance: Mathematics and Economics,0167-6687,01676687,05376,Active,
10205,Physical Sciences and Engineering,Mathematics,Statistics and Probability,International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
10206,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of Econometrics,0304-4076,03044076,06013,Active,
10207,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of the Korean Statistical Society,1226-3192,12263192,08629,Transferred,Transferred to Springer as of 2020
10208,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of Multivariate Analysis,0047-259X,0047259X,12078,Active,
10209,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of the Nigerian Mathematical Society,0189-8965,01898965,18099,Transferred,Transferred back to the society as of 2017
10210,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Journal of Statistical Planning and Inference,0378-3758,03783758,05401,Active,
10211,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Performance Evaluation,0166-5316,01665316,05304,Active,
10212,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Precision Measurement,3050-6557,30506557,32063,Active,
10213,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Social Networks,0378-8733,03788733,05421,Active,
10214,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Spatial Statistics,2211-6753,22116753,10088,Active,
10215,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Statistical Methodology,1572-3127,15723127,05495,Discontinued,Title discontinued as of 2017
10216,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Statistics & Probability Letters,0167-7152,01677152,05422,Active,
10217,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Stochastic Processes and their Applications,0304-4149,03044149,05423,Active,
10218,Physical Sciences and Engineering,Mathematics,Statistics and Probability,Transactions of A. Razmadze Mathematical Institute,2346-8092,23468092,18294,Transferred,Transferred back to the society as of 2019
10219,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,AKCE International Journal of Graphs and Combinatorics,0972-8600,09728600,18231,Transferred,Transferred back to the society as of 2020
10220,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Discrete Applied Mathematics,0166-218X,0166218X,05267,Active,
10221,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Discrete Mathematics,0012-365X,0012365X,05268,Active,
10222,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Electronic Notes in Theoretical Computer Science,1571-0661,15710661,05486,Discontinued,Title discontinued as of 2021
10223,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,European Journal of Combinatorics,0195-6698,01956698,12636,Active,
10224,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Information and Computation,0890-5401,08905401,12048,Active,Formerly known as Information and Control
10225,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Journal of Combinatorial Theory,0021-9800,00219800,12060,Changed Name,"Continued as Journal of Combinatorial Theory, Series A and Journal of Combinatorial Theory, Series B"
10226,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,"Journal of Combinatorial Theory, Series A",0097-3165,00973165,12060,Active,Formerly part of Journal of Combinatorial Theory
10227,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,"Journal of Combinatorial Theory, Series B",0095-8956,00958956,12061,Active,Formerly part of Journal of Combinatorial Theory
10228,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Journal of the Nigerian Mathematical Society,0189-8965,01898965,18099,Transferred,Transferred back to the society as of 2017
10229,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Theoretical Computer Science,0304-3975,03043975,05317,Active,
10230,Physical Sciences and Engineering,Mathematics,Theoretical Computer Science,Theory in Biosciences,1431-7613,14317613,10013,Transferred,Transferred to Springer Verlag as of 2007
10663,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,The American Journal of Evaluation,1098-2140,10982140,07405,Transferred,Formerly known as Evaluation Practice; transferred to Sage Publications as of 2005
10664,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Business Horizons,0007-6813,00076813,07402,Active,
10665,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Composites Business Analyst,1464-2840,14642840,02232,Discontinued,Title discontinued as of 2001
10666,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Digital Business,2666-9544,26669544,31030,Active,
10667,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Emerging Markets Review,1566-0141,15660141,05556,Active,
10668,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,European Journal of Purchasing & Supply Management,0969-7012,09697012,03028,Changed Name,Continued as Journal of Purchasing and Supply Management
10669,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,European Management Journal,0263-2373,02632373,00115,Active,
10670,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Evaluation and Program Planning,0149-7189,01497189,00593,Active,
10671,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Futures,0016-3287,00163287,03034,Active,
10672,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Global Finance Journal,1044-0283,10440283,07407,Active,
10673,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,IIMB Management Review,0970-3896,09703896,12768,Active,
10674,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Innovation and Green Development,2949-7531,29497531,31514,Active,
10675,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Business Review,0969-5931,09695931,00133,Active,Formerly known as Scandinavian International Business Review
10676,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,The International Food and Agribusiness Management Review,1096-7508,10967508,07411,Transferred,Transferred to the International Food and Agribusiness Management Association as of 2003
10677,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Forecasting,0169-2070,01692070,05378,Active,
10678,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Intercultural Relations,0147-1767,01471767,00535,Active,
10679,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Project Management,0263-7863,02637863,03047,Active,
10680,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Journal of Tourism Management,0143-2516,01432516,03084,Changed Name,Continued as Tourism Management
10681,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Public Management Journal,1096-7494,10967494,07414,Transferred,Transferred to International Public Management Network as of 2002
10682,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,International Strategic Management Review,2306-7748,23067748,17024,Transferred,Transferred back to the society as of 2016
10683,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Accounting Literature,0737-4607,07374607,10174,Transferred,Transferred back to the society as of 2020
10684,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Research,0148-2963,01482963,07687,Active,
10685,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing,0883-9026,08839026,07688,Active,
10686,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing Design,2667-2774,26672774,31157,Active,
10687,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Business Venturing Insights,2352-6734,23526734,18760,Active,
10688,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Co-operative Organization and Management,2213-297X,2213297X,10136,Active,
10689,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Corporate Finance,0929-1199,09291199,05387,Active,
10690,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Engineering and Technology Management,0923-4748,09234748,05392,Active,Formerly known as Engineering Management International
10691,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Family Business Strategy,1877-8585,18778585,05629,Active,
10692,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of International Management,1075-4253,10754253,07684,Active,
10693,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Management Science and Engineering,2096-2320,20962320,18438,Active,
10694,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,"Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
10695,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Purchasing and Supply Management,1478-4092,14784092,03028,Active,Formerly known as European Journal of Purchasing & Supply Management
10696,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of Quality Management,1084-8568,10848568,07426,Discontinued,Title discontinued as of 2002
10697,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Journal of World Business,1090-9516,10909516,07432,Active,Formerly known as The Columbia Journal of World Business
10698,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,The Leadership Quarterly,1048-9843,10489843,07433,Active,
10699,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Long Range Planning,0024-6301,00246301,00358,Active,
10700,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Museum Management and Curatorship,0964-7775,09647775,03070,Transferred,Formerly known as International Journal of Museum Management and Curatorship; transferred to Taylor & Francis as of 2007
10701,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Project Leadership and Society,2666-7215,26667215,30427,Active,
10702,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research in International Business and Finance,0275-5319,02755319,08552,Active,
10703,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research Policy,0048-7333,00487333,05415,Active,
10704,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Research in Transportation Business & Management,2210-5395,22105395,12904,Active,
10705,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Safety Science,0925-7535,09257535,05419,Active,Formerly known as Journal of Occupational Accidents
10706,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,The Spanish Review of Financial Economics,2173-1268,21731268,15955,Transferred,Transferred back to the society as of 2018
10707,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technological Forecasting and Social Change,0040-1625,00401625,07771,Active,Formerly known as Technological Forecasting
10708,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technology in Society,0160-791X,0160791X,00384,Active,
10709,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Technovation,0166-4972,01664972,02109,Active,
10710,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Telecommunications Policy,0308-5961,03085961,03083,Active,
10711,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Transportation Research Part E: Logistics and Transportation Review,1366-5545,13665545,01012,Active,
10712,Social Sciences and Humanities,"Business, Management and Accounting",Business and International Management,Utilities Policy,0957-1787,09571787,03090,Active,
10713,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Accounting Forum,0155-9982,01559982,04069,Transferred,Title transferred to Taylor & Francis as of 2019
10714,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Asia Pacific Management Review,1029-3132,10293132,18163,Active,
10715,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Case Studies on Transport Policy,2213-624X,2213624X,10163,Active,
10716,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",The Columbia Journal of World Business,0022-5428,00225428,07432,Changed Name,Continued as Journal of World Business
10717,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Estudios Gerenciales,0123-5923,01235923,15823,Transferred,Transferred back to the society as of 2018
10718,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Government Information Quarterly,0740-624X,0740624X,07408,Active,Incorporating Journal of Government Information
10719,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Heliyon,2405-8440,24058440,18230,Active,
10720,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",The International Journal of Management Education,1472-8117,14728117,17001,Active,
10721,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Economy and Technology,2949-9488,29499488,31619,Active,
10722,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Contemporary Accounting & Economics,1815-5669,18155669,05627,Active,
10723,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Co-operative Organization and Management,2213-297X,2213297X,10136,Active,
10724,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Destination Marketing & Management,2212-571X,2212571X,08806,Active,
10725,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Journal of Direct Marketing,0892-0591,08920591,07816,Changed Name,Continued as Journal of Interactive Marketing
10726,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)","Journal of Economics, Finance and Administrative Science",2077-1886,20771886,15992,Transferred,Transferred back to the society as of 2017
10727,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)","Journal of Hospitality, Leisure, Sport & Tourism Education",1473-8376,14738376,12989,Active,
10728,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)","Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
10729,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",New Scientist,0262-4079,02624079,NEWS,Active,
10730,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Next Research,3050-4759,30504759,31960,Active,
10731,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Risk Sciences,2950-6298,29506298,31843,Active,
10732,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Scandinavian International Business Review,0962-9262,09629262,00133,Changed Name,Continued as International Business Review
10733,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Scandinavian Journal of Management Studies,0281-7527,02817527,00872,Changed Name,Continued as Scandinavian Journal of Management
10734,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Sport Management Review,1441-3523,14413523,05612,Transferred,Transferred back to the society as of 2021
10735,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Suma de Negocios,2215-910X,2215910X,16840,Transferred,Transferred back to the society as of 2018
10736,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Technological Forecasting,0099-3964,00993964,07771,Changed Name,Continued as Technological Forecasting and Social Change
10737,Social Sciences and Humanities,"Business, Management and Accounting","Business, Management and Accounting (General)",Wine Economics and Policy,2212-9774,22129774,10122,Transferred,Transferred to Veronica Alampi Sottini UniCeSV as of 2021
10738,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Contaduría y Administración,0186-1042,01861042,16852,Transferred,Transferred back to the society as of 2018
10740,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Data Science and Management,2666-7649,26667649,30429,Active,
10741,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Decision Support Systems,0167-9236,01679236,05366,Active,
10742,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Digital Investigation,1742-2876,17422876,04064,Changed Name,Continued as Forensic Science International: Digital Investigation
10743,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Engineering Management International,0167-5419,01675419,05392,Changed Name,Continued as Journal of Engineering and Technology Management
10744,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Expert Systems with Applications,0957-4174,09574174,00939,Active,
10745,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Forensic Science International: Digital Investigation,2666-2817,26662817,04064,Active,Formerly known as Digital Investigation
10746,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Future Business Journal,2314-7210,23147210,18145,Transferred,Transferred to Springer Nature as of 2019
10747,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Government Information Quarterly,0740-624X,0740624X,07408,Active,Incorporating Journal of Government Information
10748,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Information & Management,0378-7206,03787206,05374,Active,
10749,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Information and Organization,1471-7727,14717727,00964,Active,"Formerly known as Accounting, Management and Information Technologies"
10750,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Information Systems,0306-4379,03064379,00236,Active,
10753,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,International Journal of Accounting Information Systems,1467-0895,14670895,07464,Active,
10754,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,International Journal of Information Management,0268-4012,02684012,03046,Active,Formerly known as Social Science Information Studies
10755,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Journal of Industrial Information Integration,2452-414X,2452414X,18297,Active,
10756,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Journal of Management Science and Engineering,2096-2320,20962320,18438,Active,
10757,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,The Journal of Strategic Information Systems,0963-8687,09638687,05402,Active,
10758,Social Sciences and Humanities,"Business, Management and Accounting",Management Information Systems,Studies in Communication Sciences,1424-4896,14244896,10509,Discontinued,Title discontinued as of 2016
10759,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,BRQ Business Research Quarterly,2340-9436,23409436,15789,Transferred,Transferred to SAGE as of 2020
10760,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Cleaner Logistics and Supply Chain,2772-3909,27723909,31218,Active,
