,Unnamed: 0,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
18,7590,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Advanced Engineering Informatics,1474-0346,14740346,02007,Active,Formerly known as Artificial Intelligence in Engineering
19,7591,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,AI Open,2666-6510,26666510,30405,Active,
22,7594,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Artificial Intelligence,0004-3702,00043702,05255,Active,
24,7596,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Artificial Intelligence in Engineering,0954-1810,09541810,02007,Changed Name,Continued as Advanced Engineering Informatics
26,7598,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Artificial Intelligence in Medicine,0933-3657,09333657,05095,Active,
31,7603,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,CAAI Transactions on Intelligence Technology,2468-2322,24682322,18343,Transferred,Transferred back to the society as of 2017
35,7607,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Data & Knowledge Engineering,0169-023X,0169023X,05265,Active,
36,7608,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Data Science and Management,2666-7649,26667649,30429,Active,
37,7609,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Design and Artificial Intelligence,3050-7413,30507413,32094,Active,
38,7612,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Engineering Applications of Artificial Intelligence,0952-1976,09521976,00975,Active,
39,7614,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Expert Systems with Applications,0957-4174,09574174,00939,Active,
40,7615,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Expert Systems with Applications: X,2590-1885,25901885,18477,Active,
41,7616,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Future Computing and Informatics Journal,2314-7288,23147288,18252,Transferred,Transferred to Taylor & Francis as of 2019
42,7617,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
43,7618,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
44,7619,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Information Systems,0306-4379,03064379,00236,Active,
50,7626,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
51,7627,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,International Journal of Cognitive Computing in Engineering,2666-3074,26663074,30285,Active,
53,7629,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,International Journal of Human-Computer Studies,1071-5819,10715819,12608,Active,Formerly known as International Journal of Man-Machine Studies; Incorporating Knowledge Acquisition
54,7630,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,International Journal of Intelligent Networks,2666-6030,26666030,30392,Active,
55,7631,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Journal of Automation and Intelligence,2949-8554,29498554,31565,Active,
56,7633,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Journal of Responsible Technology,2666-6596,26666596,30406,Active,
58,7635,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Knowledge-Based Systems,0950-7051,09507051,05293,Active,
59,7636,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Machine Learning with Applications,2666-8270,26668270,30455,Active,
60,7638,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Natural Language Processing Journal,2949-7191,29497191,31494,Active,
61,7639,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Neural Networks,0893-6080,08936080,00841,Active,
62,7640,Physical Sciences and Engineering,Computer Science,Artificial Intelligence,Neurocomputing,0925-2312,09252312,05301,Active,
70,7650,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Artificial Intelligence,0004-3702,00043702,05255,Active,
71,7651,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Big Data Research,2214-5796,22145796,07502,Active,
74,7654,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Computational Statistics & Data Analysis,0167-9473,01679473,05364,Active,
75,7655,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,"Computer Languages, Systems & Structures",1477-8424,14778424,12682,Incorporated,Formerly known as Computer Languages; Incorporated into Journal of Visual Languages & Computing
79,7659,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
80,7660,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Fuzzy Information and Engineering,1616-8658,16168658,18086,Transferred,Transferred back to the society as of 2018
81,7661,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,High-Confidence Computing,2667-2952,26672952,31164,Active,
82,7662,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Information and Computation,0890-5401,08905401,12048,Active,Formerly known as Information and Control
83,7663,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Information and Control,0019-9958,00199958,12048,Changed Name,Continued as Information and Computation
84,7664,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Information Processing Letters,0020-0190,00200190,05282,Active,
85,7665,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Information Systems,0306-4379,03064379,00236,Active,
88,7668,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Journal of Computational Science,1877-7503,18777503,08700,Active,
89,7669,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Journal of Computer and System Sciences,0022-0000,00220000,12059,Active,
91,7671,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Journal of Innovation in Digital Ecosystems,2352-6645,23526645,18091,Transferred,Transferred back to the society as of 2017
94,7675,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Journal of Parallel and Distributed Computing,0743-7315,07437315,12080,Active,
95,7676,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Science of Computer Programming,0167-6423,01676423,05310,Active,
96,7677,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Soft Computing Letters,2666-2221,26662221,30253,Active,
97,7678,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Systems and Soft Computing,2772-9419,27729419,30253,Active,
98,7679,Physical Sciences and Engineering,Computer Science,Computational Theory and Mathematics,Theoretical Computer Science,0304-3975,03043975,05317,Active,
122,7710,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Computers & Security,0167-4048,01674048,02069,Active,
123,7711,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Cyber Security and Applications,2772-9184,27729184,31379,Active,
124,7712,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Digital Investigation,1742-2876,17422876,04064,Changed Name,Continued as Forensic Science International: Digital Investigation
125,7714,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Expert Systems with Applications: X,2590-1885,25901885,18477,Active,
126,7715,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Forensic Science International: Digital Investigation,2666-2817,26662817,04064,Active,Formerly known as Digital Investigation
127,7716,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
128,7717,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Information Security Technical Report,1363-4127,13634127,02199,Changed Name,Continued as Journal of Information Security and Applications
130,7722,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,International Journal of Intelligent Networks,2666-6030,26666030,30392,Active,
132,7724,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Journal of Computational Science,1877-7503,18777503,08700,Active,
133,7727,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Journal of Information Security and Applications,2214-2126,22142126,02199,Active,Formerly known as Information Security Technical Report
134,7728,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Journal of Innovation in Digital Ecosystems,2352-6645,23526645,18091,Transferred,Transferred back to the society as of 2017
136,7730,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Journal of Parallel and Distributed Computing,0743-7315,07437315,12080,Active,
142,7736,Physical Sciences and Engineering,Computer Science,Computer Networks and Communications,Network Security,1353-4858,13534858,02158,Transferred,Transferred to Mark Allen Group as of 2022
159,7753,Physical Sciences and Engineering,Computer Science,Computer Science (General),Computer Law & Security Review,0267-3649,02673649,02066,Active,
166,7761,Physical Sciences and Engineering,Computer Science,Computer Science (General),Design and Artificial Intelligence,3050-7413,30507413,32094,Active,
175,7771,Physical Sciences and Engineering,Computer Science,Computer Science (General),Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
202,7798,Physical Sciences and Engineering,Computer Science,Computer Science Applications,AI Open,2666-6510,26666510,30405,Active,
208,7804,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Big Data Research,2214-5796,22145796,07502,Active,
226,7823,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Computers & Security,0167-4048,01674048,02069,Active,
229,7826,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Cyber Security and Applications,2772-9184,27729184,31379,Active,
230,7827,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Digital Investigation,1742-2876,17422876,04064,Changed Name,Continued as Forensic Science International: Digital Investigation
232,7831,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Expert Systems with Applications,0957-4174,09574174,00939,Active,
233,7832,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Expert Systems with Applications: X,2590-1885,25901885,18477,Active,
235,7834,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Forensic Science International: Digital Investigation,2666-2817,26662817,04064,Active,Formerly known as Digital Investigation
236,7835,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
237,7836,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
239,7838,Physical Sciences and Engineering,Computer Science,Computer Science Applications,High-Confidence Computing,2667-2952,26672952,31164,Active,
242,7842,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Informatics and Health,2949-9534,29499534,31621,Active,
243,7843,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Processing & Management,0306-4573,03064573,00244,Active,Formerly known as Information Storage and Retrieval
244,7844,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
245,7845,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Sciences - Applications,1069-0115,10690115,07669,Incorporated,Incorporated into Information Sciences
246,7846,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Security Technical Report,1363-4127,13634127,02199,Changed Name,Continued as Journal of Information Security and Applications
247,7847,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Information Systems,0306-4379,03064379,00236,Active,
248,7849,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
249,7850,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Bio-Medical Computing,0020-7101,00207101,08024,Changed Name,Continued as International Journal of Medical Informatics
250,7852,Physical Sciences and Engineering,Computer Science,Computer Science Applications,International Journal of Medical Informatics,1386-5056,13865056,08024,Active,Formerly known as International Journal of Bio-Medical Computing
252,7854,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of the American Medical Informatics Association,1067-5027,10675027,14014,Transferred,Transferred to the BMJ Publishing Group as of 2010
253,7855,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Biomedical Informatics,1532-0464,15320464,12017,Active,Formerly known as Computers and Biomedical Research
255,7857,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Computational Science,1877-7503,18777503,08700,Active,
257,7859,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Information Security and Applications,2214-2126,22142126,02199,Active,Formerly known as Information Security Technical Report
258,7860,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Informetrics,1751-1577,17511577,04091,Active,
259,7862,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Journal of Parallel and Distributed Computing,0743-7315,07437315,12080,Active,
262,7867,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Machine Learning with Applications,2666-8270,26668270,30455,Active,
263,7869,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Network Security,1353-4858,13534858,02158,Transferred,Transferred to Mark Allen Group as of 2022
270,7879,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Soft Computing Letters,2666-2221,26662221,30253,Active,
273,7882,Physical Sciences and Engineering,Computer Science,Computer Science Applications,Systems and Soft Computing,2772-9419,27729419,30253,Active,
277,7887,Physical Sciences and Engineering,Computer Science,Computer Vision and Pattern Recognition,Artificial Intelligence,0004-3702,00043702,05255,Active,
279,7889,Physical Sciences and Engineering,Computer Science,Computer Vision and Pattern Recognition,CAAI Transactions on Intelligence Technology,2468-2322,24682322,18343,Transferred,Transferred back to the society as of 2017
285,7895,Physical Sciences and Engineering,Computer Science,Computer Vision and Pattern Recognition,Fuzzy Sets and Systems,0165-0114,01650114,05371,Active,
287,7898,Physical Sciences and Engineering,Computer Science,Computer Vision and Pattern Recognition,Information Fusion,1566-2535,15662535,05561,Active,
294,7939,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,CAAI Transactions on Intelligence Technology,2468-2322,24682322,18343,Transferred,Transferred back to the society as of 2017
296,7941,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Design and Artificial Intelligence,3050-7413,30507413,32094,Active,
298,7944,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
299,7945,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Information and Software Technology,0950-5849,09505849,05281,Active,Formerly known as Data Processing
300,7946,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Interacting with Computers,0953-5438,09535438,05287,Transferred,Transferred to Oxford University Press as of 2013
302,7948,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,International Journal of Human-Computer Studies,1071-5819,10715819,12608,Active,Formerly known as International Journal of Man-Machine Studies; Incorporating Knowledge Acquisition
303,7949,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,International Journal of Man-Machine Studies,0020-7373,00207373,12608,Changed Name,Continued as International Journal of Human-Computer Studies
304,7950,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Journal of Computational Science,1877-7503,18777503,08700,Active,
306,7952,Physical Sciences and Engineering,Computer Science,Human-Computer Interaction,Journal of Responsible Technology,2666-6596,26666596,30406,Active,
311,7959,Physical Sciences and Engineering,Computer Science,Information Systems,Computers & Security,0167-4048,01674048,02069,Active,
313,7961,Physical Sciences and Engineering,Computer Science,Information Systems,Data & Knowledge Engineering,0169-023X,0169023X,05265,Active,
314,7962,Physical Sciences and Engineering,Computer Science,Information Systems,Data Processing,0011-684X,0011684X,05281,Changed Name,Continued as Information and Software Technology
315,7963,Physical Sciences and Engineering,Computer Science,Information Systems,Data Science and Informetrics,2694-6106,26946106,32066,Active,
316,7964,Physical Sciences and Engineering,Computer Science,Information Systems,Data Science and Management,2666-7649,26667649,30429,Active,
317,7965,Physical Sciences and Engineering,Computer Science,Information Systems,Decision Support Systems,0167-9236,01679236,05366,Active,
318,7966,Physical Sciences and Engineering,Computer Science,Information Systems,Digital Investigation,1742-2876,17422876,04064,Changed Name,Continued as Forensic Science International: Digital Investigation
319,7967,Physical Sciences and Engineering,Computer Science,Information Systems,European Research in Telemedicine / La Recherche Européenne en Télémédecine,2212-764X,2212764X,15261,Discontinued,Title discontinued as of 2018
320,7968,Physical Sciences and Engineering,Computer Science,Information Systems,Forensic Science International: Digital Investigation,2666-2817,26662817,04064,Active,Formerly known as Digital Investigation
321,7969,Physical Sciences and Engineering,Computer Science,Information Systems,Future Computing and Informatics Journal,2314-7288,23147288,18252,Transferred,Transferred to Taylor & Francis as of 2019
322,7970,Physical Sciences and Engineering,Computer Science,Information Systems,Future Generation Computer Systems,0167-739X,0167739X,05273,Active,
326,7974,Physical Sciences and Engineering,Computer Science,Information Systems,Informatics and Health,2949-9534,29499534,31621,Active,
328,7976,Physical Sciences and Engineering,Computer Science,Information Systems,Information Fusion,1566-2535,15662535,05561,Active,
329,7977,Physical Sciences and Engineering,Computer Science,Information Systems,Information & Management,0378-7206,03787206,05374,Active,
330,7978,Physical Sciences and Engineering,Computer Science,Information Systems,Information and Organization,1471-7727,14717727,00964,Active,"Formerly known as Accounting, Management and Information Technologies"
331,7979,Physical Sciences and Engineering,Computer Science,Information Systems,Information Processing & Management,0306-4573,03064573,00244,Active,Formerly known as Information Storage and Retrieval
332,7980,Physical Sciences and Engineering,Computer Science,Information Systems,Information Sciences,0020-0255,00200255,07669,Active,Incorporating Information Sciences - Applications
333,7981,Physical Sciences and Engineering,Computer Science,Information Systems,Information Security Technical Report,1363-4127,13634127,02199,Changed Name,Continued as Journal of Information Security and Applications
334,7982,Physical Sciences and Engineering,Computer Science,Information Systems,Information and Software Technology,0950-5849,09505849,05281,Active,Formerly known as Data Processing
335,7983,Physical Sciences and Engineering,Computer Science,Information Systems,Information Storage and Retrieval,0020-0271,00200271,00244,Changed Name,Continued as Information Processing & Management
336,7984,Physical Sciences and Engineering,Computer Science,Information Systems,Information Systems,0306-4379,03064379,00236,Active,
337,7987,Physical Sciences and Engineering,Computer Science,Information Systems,Intelligent Data Analysis,1088-467X,1088467X,04672,Transferred,Transferred to IOS Press as of 2000
338,7988,Physical Sciences and Engineering,Computer Science,Information Systems,International Journal of Approximate Reasoning,0888-613X,0888613X,07662,Active,
339,7989,Physical Sciences and Engineering,Computer Science,Information Systems,International Journal of Cognitive Computing in Engineering,2666-3074,26663074,30285,Active,
340,7990,Physical Sciences and Engineering,Computer Science,Information Systems,International Journal of Information Management Data Insights,2667-0968,26670968,31103,Active,
341,7991,Physical Sciences and Engineering,Computer Science,Information Systems,International Journal of Medical Informatics,1386-5056,13865056,08024,Active,Formerly known as International Journal of Bio-Medical Computing
344,7994,Physical Sciences and Engineering,Computer Science,Information Systems,Journal of Computational Science,1877-7503,18777503,08700,Active,
345,7996,Physical Sciences and Engineering,Computer Science,Information Systems,Journal of Industrial Information Integration,2452-414X,2452414X,18297,Active,
346,7998,Physical Sciences and Engineering,Computer Science,Information Systems,Journal of Information Security and Applications,2214-2126,22142126,02199,Active,Formerly known as Information Security Technical Report
347,7999,Physical Sciences and Engineering,Computer Science,Information Systems,Journal of Informetrics,1751-1577,17511577,04091,Active,
348,8000,Physical Sciences and Engineering,Computer Science,Information Systems,Journal of Innovation in Digital Ecosystems,2352-6645,23526645,18091,Transferred,Transferred back to the society as of 2017
